loan_id,customer_id,loan_type,loan_amount,start_date,term_months,interest_rate,status
LOAN404407,CUST006314,Car,1198933,8/30/2025,36,9.5,Active
LOAN404408,CUST011793,Home,2184393,7/4/2025,60,7.5,Active
LOAN404409,CUST022678,Home,3469201,9/12/2025,60,7.5,Active
LOAN404410,CUST023916,Home,2574427,3/28/2025,60,7.5,Active
LOAN404411,CUST033214,Personal,165142,7/16/2025,24,12,Active
LOAN404412,CUST030350,Personal,133885,8/25/2025,24,12,Active
LOAN404413,CUST004254,Home,3365804,1/18/2025,60,7.5,Active
LOAN404414,CUST043967,Personal,136432,2/28/2025,24,12,Active
LOAN404415,CUST026818,Home,3209705,11/15/2025,60,7.5,Active
LOAN404416,CUST005801,Home,1153838,6/4/2025,60,7.5,Active
LOAN404417,CUST002671,Personal,192029,11/17/2025,24,12,Active
LOAN404418,CUST013317,Home,2214218,7/16/2025,60,7.5,Active
LOAN404419,CUST027530,Car,511684,9/16/2025,36,9.5,Active
LOAN404420,CUST009698,Home,4463876,8/17/2025,60,7.5,Active
LOAN404421,CUST030508,Car,1277866,1/22/2025,36,9.5,Active
LOAN404422,CUST022118,Home,2506859,7/7/2025,60,7.5,Active
LOAN404423,CUST012479,Personal,416742,7/1/2025,24,12,Active
LOAN404424,CUST036828,Car,1398177,5/29/2025,36,9.5,Active
LOAN404425,CUST015891,Personal,202787,9/28/2025,24,12,Active
LOAN404426,CUST002867,Car,507161,8/28/2025,36,9.5,Active
LOAN404427,CUST002162,Personal,419757,11/15/2025,24,12,Active
LOAN404428,CUST048324,Personal,483747,10/25/2025,24,12,Active
LOAN404429,CUST008828,Personal,336636,9/18/2025,24,12,Active
LOAN404430,CUST039455,Home,2268494,3/8/2025,60,7.5,Active
LOAN404431,CUST018727,Car,652446,4/6/2025,36,9.5,Active
LOAN404432,CUST024162,Car,1184985,10/25/2025,36,9.5,Active
LOAN404433,CUST035257,Home,2501254,10/9/2025,60,7.5,Active
LOAN404434,CUST044929,Home,2454466,3/27/2025,60,7.5,Active
LOAN404435,CUST047052,Car,317439,7/16/2025,36,9.5,Closed
LOAN404436,CUST019614,Personal,208725,3/23/2025,24,12,Active
LOAN404437,CUST008787,Home,4964454,3/26/2025,60,7.5,Active
LOAN404438,CUST040484,Personal,206079,1/30/2025,24,12,Active
LOAN404439,CUST002170,Personal,159275,10/23/2025,24,12,Active
LOAN404440,CUST046468,Car,301777,9/3/2025,36,9.5,Active
LOAN404441,CUST038286,Personal,264648,2/5/2025,24,12,Active
LOAN404442,CUST001425,Home,2878953,3/18/2025,60,7.5,Active
LOAN404443,CUST023058,Personal,56049,3/25/2025,24,12,Active
LOAN404444,CUST002595,Home,638559,3/27/2025,60,7.5,Active
LOAN404445,CUST036688,Home,3041474,6/29/2025,60,7.5,Active
LOAN404446,CUST020659,Personal,266035,11/5/2025,24,12,Active
LOAN404447,CUST043312,Home,1591876,4/6/2025,60,7.5,Active
LOAN404448,CUST002796,Car,1436781,11/5/2025,36,9.5,Active
LOAN404449,CUST042716,Home,2719394,8/8/2025,60,7.5,Closed
LOAN404450,CUST026662,Home,2816023,5/18/2025,60,7.5,Active
LOAN404451,CUST033815,Home,1569814,3/22/2025,60,7.5,Active
LOAN404452,CUST019777,Home,3119339,8/30/2025,60,7.5,Active
LOAN404453,CUST012553,Home,2767936,9/21/2025,60,7.5,Closed
LOAN404454,CUST030801,Personal,77039,4/17/2025,24,12,Active
LOAN404455,CUST021141,Personal,438486,7/12/2025,24,12,Active
LOAN404456,CUST026542,Home,1041400,11/19/2025,60,7.5,Active
LOAN404457,CUST022943,Personal,248810,5/28/2025,24,12,Active
LOAN404458,CUST018389,Personal,468517,6/30/2025,24,12,Active
LOAN404459,CUST008164,Personal,440325,7/30/2025,24,12,Closed
LOAN404460,CUST040570,Personal,200779,6/1/2025,24,12,Active
LOAN404461,CUST000665,Personal,186000,7/13/2025,24,12,Active
LOAN404462,CUST038920,Personal,180066,4/23/2025,24,12,Active
LOAN404463,CUST010075,Car,1084681,2/6/2025,36,9.5,Active
LOAN404464,CUST005696,Car,705511,9/29/2025,36,9.5,Active
LOAN404465,CUST005897,Home,891499,12/13/2025,60,7.5,Active
LOAN404466,CUST043554,Home,3743026,7/12/2025,60,7.5,Active
LOAN404467,CUST019877,Personal,214679,6/8/2025,24,12,Active
LOAN404468,CUST009810,Car,474099,1/20/2025,36,9.5,Active
LOAN404469,CUST048570,Personal,374529,6/13/2025,24,12,Active
LOAN404470,CUST012127,Car,472027,2/18/2025,36,9.5,Active
LOAN404471,CUST032287,Personal,406734,8/15/2025,24,12,Active
LOAN404472,CUST025176,Personal,75903,12/2/2025,24,12,Active
LOAN404473,CUST007512,Personal,379510,2/1/2025,24,12,Active
LOAN404474,CUST007676,Car,950977,9/24/2025,36,9.5,Active
LOAN404475,CUST033956,Home,4755590,8/16/2025,60,7.5,Active
LOAN404476,CUST023489,Personal,472064,7/16/2025,24,12,Active
LOAN404477,CUST001908,Home,1068043,11/4/2025,60,7.5,Active
LOAN404478,CUST043839,Car,1470057,9/2/2025,36,9.5,Active
LOAN404479,CUST010913,Personal,59769,10/7/2025,24,12,Active
LOAN404480,CUST009594,Car,1089082,8/28/2025,36,9.5,Active
LOAN404481,CUST033393,Car,515839,5/19/2025,36,9.5,Active
LOAN404482,CUST049304,Car,1347857,5/21/2025,36,9.5,Active
LOAN404483,CUST031246,Home,3408447,8/10/2025,60,7.5,Active
LOAN404484,CUST036250,Personal,119108,7/29/2025,24,12,Active
LOAN404485,CUST024964,Car,702618,9/3/2025,36,9.5,Active
LOAN404486,CUST013975,Personal,472912,12/13/2025,24,12,Active
LOAN404487,CUST032142,Personal,86742,8/18/2025,24,12,Active
LOAN404488,CUST007243,Personal,135189,3/10/2025,24,12,Active
LOAN404489,CUST029835,Home,3878838,1/17/2025,60,7.5,Active
LOAN404490,CUST003493,Car,1126571,2/4/2025,36,9.5,Active
LOAN404491,CUST025640,Car,558415,10/22/2025,36,9.5,Active
LOAN404492,CUST047714,Personal,134524,2/7/2025,24,12,Active
LOAN404493,CUST019307,Car,1039980,3/11/2025,36,9.5,Active
LOAN404494,CUST032324,Car,826426,10/1/2025,36,9.5,Active
LOAN404495,CUST036713,Car,653867,9/23/2025,36,9.5,Active
LOAN404496,CUST018661,Home,3662437,9/24/2025,60,7.5,Active
LOAN404497,CUST033821,Car,335597,10/2/2025,36,9.5,Active
LOAN404498,CUST040751,Car,951221,5/25/2025,36,9.5,Active
LOAN404499,CUST000612,Car,797376,10/1/2025,36,9.5,Active
LOAN404500,CUST027220,Home,2887240,11/24/2025,60,7.5,Active
LOAN404501,CUST045429,Home,3556060,4/28/2025,60,7.5,Active
LOAN404502,CUST027803,Car,777799,3/19/2025,36,9.5,Active
LOAN404503,CUST023812,Home,2222505,11/1/2025,60,7.5,Active
LOAN404504,CUST035562,Personal,264140,4/17/2025,24,12,Active
LOAN404505,CUST033130,Car,612818,3/11/2025,36,9.5,Active
LOAN404506,CUST000393,Car,606422,3/23/2025,36,9.5,Active
LOAN404507,CUST004355,Personal,347321,12/12/2025,24,12,Active
LOAN404508,CUST049031,Personal,77597,4/25/2025,24,12,Active
LOAN404509,CUST014727,Personal,350428,7/4/2025,24,12,Active
LOAN404510,CUST008772,Home,1658154,10/21/2025,60,7.5,Active
LOAN404511,CUST012885,Car,986633,10/3/2025,36,9.5,Active
LOAN404512,CUST018466,Home,3759414,9/20/2025,60,7.5,Active
LOAN404513,CUST010178,Home,2667609,5/26/2025,60,7.5,Active
LOAN404514,CUST049755,Car,935307,6/19/2025,36,9.5,Active
LOAN404515,CUST005273,Car,345058,4/21/2025,36,9.5,Active
LOAN404516,CUST022601,Home,717591,11/15/2025,60,7.5,Active
LOAN404517,CUST031751,Home,3302853,3/10/2025,60,7.5,Active
LOAN404518,CUST032135,Home,3135824,9/9/2025,60,7.5,Active
LOAN404519,CUST021366,Home,4936358,5/23/2025,60,7.5,Active
LOAN404520,CUST003860,Home,1626316,7/13/2025,60,7.5,Active
LOAN404521,CUST005756,Car,444804,3/13/2025,36,9.5,Active
LOAN404522,CUST013212,Home,4938477,11/28/2025,60,7.5,Active
LOAN404523,CUST022077,Home,3005059,3/3/2025,60,7.5,Active
LOAN404524,CUST014949,Home,4398582,12/7/2025,60,7.5,Active
LOAN404525,CUST029069,Home,1222509,8/28/2025,60,7.5,Active
LOAN404526,CUST031385,Home,1260155,6/5/2025,60,7.5,Active
LOAN404527,CUST028844,Home,707339,10/12/2025,60,7.5,Active
LOAN404528,CUST044185,Home,1428278,6/21/2025,60,7.5,Active
LOAN404529,CUST001253,Home,3773686,6/21/2025,60,7.5,Active
LOAN404530,CUST027443,Home,1427365,11/12/2025,60,7.5,Active
LOAN404531,CUST005264,Personal,368751,11/21/2025,24,12,Active
LOAN404532,CUST024722,Car,1450341,7/28/2025,36,9.5,Active
LOAN404533,CUST049650,Personal,352100,11/23/2025,24,12,Active
LOAN404534,CUST016322,Home,2507782,7/25/2025,60,7.5,Active
LOAN404535,CUST010657,Home,523210,3/9/2025,60,7.5,Active
LOAN404536,CUST046493,Personal,231993,6/30/2025,24,12,Active
LOAN404537,CUST030540,Home,2617691,4/9/2025,60,7.5,Active
LOAN404538,CUST041891,Personal,269451,7/29/2025,24,12,Active
LOAN404539,CUST009213,Personal,166856,7/12/2025,24,12,Active
LOAN404540,CUST030022,Home,1206595,6/11/2025,60,7.5,Active
LOAN404541,CUST044146,Personal,136880,4/20/2025,24,12,Active
LOAN404542,CUST019617,Car,339475,2/5/2025,36,9.5,Active
LOAN404543,CUST036438,Personal,344622,5/2/2025,24,12,Active
LOAN404544,CUST038079,Home,1028846,10/31/2025,60,7.5,Active
LOAN404545,CUST045119,Personal,409955,1/19/2025,24,12,Active
LOAN404546,CUST045855,Personal,290766,4/15/2025,24,12,Active
LOAN404547,CUST006674,Car,1452617,7/18/2025,36,9.5,Active
LOAN404548,CUST044552,Car,843277,7/10/2025,36,9.5,Active
LOAN404549,CUST012945,Personal,251473,7/13/2025,24,12,Active
LOAN404550,CUST027927,Home,1026036,11/5/2025,60,7.5,Closed
LOAN404551,CUST041605,Personal,117535,9/22/2025,24,12,Closed
LOAN404552,CUST049917,Car,1486741,2/7/2025,36,9.5,Active
LOAN404553,CUST018680,Home,2275199,8/17/2025,60,7.5,Active
LOAN404554,CUST016179,Home,2373777,2/6/2025,60,7.5,Active
LOAN404555,CUST009895,Car,1381710,12/7/2025,36,9.5,Active
LOAN404556,CUST029168,Car,1289498,11/21/2025,36,9.5,Active
LOAN404557,CUST035388,Home,810185,6/6/2025,60,7.5,Active
LOAN404558,CUST047754,Personal,154496,7/3/2025,24,12,Active
LOAN404559,CUST042320,Home,4088829,4/1/2025,60,7.5,Active
LOAN404560,CUST021218,Personal,114380,11/9/2025,24,12,Active
LOAN404561,CUST039699,Home,2073400,10/13/2025,60,7.5,Active
LOAN404562,CUST041956,Car,1284366,9/20/2025,36,9.5,Active
LOAN404563,CUST025157,Personal,386347,2/23/2025,24,12,Active
LOAN404564,CUST018397,Home,4394273,12/2/2025,60,7.5,Active
LOAN404565,CUST041036,Home,2043657,10/4/2025,60,7.5,Active
LOAN404566,CUST018747,Personal,481584,2/14/2025,24,12,Active
LOAN404567,CUST026910,Home,3801273,3/3/2025,60,7.5,Active
LOAN404568,CUST040925,Personal,242754,4/19/2025,24,12,Active
LOAN404569,CUST003213,Car,1132925,2/4/2025,36,9.5,Active
LOAN404570,CUST045219,Personal,385924,5/5/2025,24,12,Active
LOAN404571,CUST029965,Home,3225971,4/26/2025,60,7.5,Active
LOAN404572,CUST033996,Personal,140510,5/20/2025,24,12,Active
LOAN404573,CUST040355,Home,4359265,3/9/2025,60,7.5,Active
LOAN404574,CUST049631,Personal,146483,12/7/2025,24,12,Active
LOAN404575,CUST019264,Home,3836935,7/19/2025,60,7.5,Active
LOAN404576,CUST004475,Car,891893,1/13/2025,36,9.5,Active
LOAN404577,CUST025391,Home,548280,3/29/2025,60,7.5,Active
LOAN404578,CUST029044,Car,1006763,4/9/2025,36,9.5,Active
LOAN404579,CUST024651,Home,4537207,5/27/2025,60,7.5,Active
LOAN404580,CUST020114,Home,4967351,3/15/2025,60,7.5,Active
LOAN404581,CUST044715,Home,2347446,9/3/2025,60,7.5,Active
LOAN404582,CUST014473,Car,464424,3/8/2025,36,9.5,Active
LOAN404583,CUST022218,Personal,491486,4/4/2025,24,12,Active
LOAN404584,CUST026640,Personal,250351,3/30/2025,24,12,Active
LOAN404585,CUST017057,Personal,251185,9/24/2025,24,12,Active
LOAN404586,CUST047020,Home,1270651,3/29/2025,60,7.5,Active
LOAN404587,CUST022662,Car,427177,4/20/2025,36,9.5,Active
LOAN404588,CUST047145,Home,3470116,5/30/2025,60,7.5,Active
LOAN404589,CUST018081,Home,2732733,7/8/2025,60,7.5,Active
LOAN404590,CUST009473,Car,1472321,12/5/2025,36,9.5,Active
LOAN404591,CUST011428,Personal,206256,7/7/2025,24,12,Active
LOAN404592,CUST013769,Car,1315218,6/26/2025,36,9.5,Active
LOAN404593,CUST014771,Car,1213966,5/4/2025,36,9.5,Active
LOAN404594,CUST000533,Home,3912339,2/21/2025,60,7.5,Active
LOAN404595,CUST006273,Home,4067687,11/24/2025,60,7.5,Active
LOAN404596,CUST043822,Personal,169344,11/7/2025,24,12,Active
LOAN404597,CUST015283,Car,1096337,12/9/2025,36,9.5,Active
LOAN404598,CUST032971,Car,755401,10/28/2025,36,9.5,Active
LOAN404599,CUST012737,Car,447141,5/30/2025,36,9.5,Active
LOAN404600,CUST011260,Car,394953,9/23/2025,36,9.5,Active
LOAN404601,CUST030624,Home,1863090,7/24/2025,60,7.5,Active
LOAN404602,CUST032804,Home,1126722,8/20/2025,60,7.5,Active
LOAN404603,CUST036995,Personal,180255,7/6/2025,24,12,Active
LOAN404604,CUST029634,Car,1002936,10/21/2025,36,9.5,Active
LOAN404605,CUST024234,Car,878509,5/31/2025,36,9.5,Active
LOAN404606,CUST013877,Home,500606,2/16/2025,60,7.5,Active
LOAN404607,CUST008563,Personal,87943,7/4/2025,24,12,Active
LOAN404608,CUST004565,Home,4246753,5/19/2025,60,7.5,Active
LOAN404609,CUST044365,Car,1324943,10/31/2025,36,9.5,Active
LOAN404610,CUST001125,Home,2910363,7/7/2025,60,7.5,Active
LOAN404611,CUST022428,Personal,466922,10/10/2025,24,12,Active
LOAN404612,CUST032132,Car,1331811,10/11/2025,36,9.5,Active
LOAN404613,CUST042002,Car,1126524,4/11/2025,36,9.5,Active
LOAN404614,CUST026207,Personal,450104,11/30/2025,24,12,Active
LOAN404615,CUST031287,Car,1262337,9/5/2025,36,9.5,Active
LOAN404616,CUST014570,Home,1489934,5/21/2025,60,7.5,Active
LOAN404617,CUST024000,Car,656835,8/13/2025,36,9.5,Active
LOAN404618,CUST021247,Personal,144400,5/1/2025,24,12,Active
LOAN404619,CUST003821,Car,402749,10/22/2025,36,9.5,Active
LOAN404620,CUST036205,Car,648809,4/27/2025,36,9.5,Closed
LOAN404621,CUST027095,Personal,293674,11/21/2025,24,12,Active
LOAN404622,CUST039926,Car,1276670,6/1/2025,36,9.5,Active
LOAN404623,CUST014169,Home,1632224,5/30/2025,60,7.5,Active
LOAN404624,CUST040643,Personal,183822,3/24/2025,24,12,Closed
LOAN404625,CUST023492,Personal,322063,6/15/2025,24,12,Active
LOAN404626,CUST040356,Car,1268312,6/7/2025,36,9.5,Active
LOAN404627,CUST041100,Car,439703,7/12/2025,36,9.5,Closed
LOAN404628,CUST024874,Personal,102770,3/15/2025,24,12,Active
LOAN404629,CUST032858,Personal,208246,5/27/2025,24,12,Active
LOAN404630,CUST020799,Home,3392672,8/17/2025,60,7.5,Active
LOAN404631,CUST032800,Personal,285296,3/15/2025,24,12,Active
LOAN404632,CUST017206,Home,4991573,11/8/2025,60,7.5,Active
LOAN404633,CUST018698,Home,4037809,1/21/2025,60,7.5,Closed
LOAN404634,CUST007591,Personal,284866,8/27/2025,24,12,Active
LOAN404635,CUST034610,Home,832727,9/15/2025,60,7.5,Active
LOAN404636,CUST033696,Home,2499246,6/30/2025,60,7.5,Active
LOAN404637,CUST039359,Personal,348466,8/25/2025,24,12,Closed
LOAN404638,CUST004429,Personal,196610,10/6/2025,24,12,Active
LOAN404639,CUST032586,Home,1383757,9/28/2025,60,7.5,Active
LOAN404640,CUST012110,Home,3224465,5/7/2025,60,7.5,Active
LOAN404641,CUST005173,Home,1921552,8/27/2025,60,7.5,Active
LOAN404642,CUST023536,Car,605079,5/28/2025,36,9.5,Active
LOAN404643,CUST035345,Home,1424139,10/26/2025,60,7.5,Active
LOAN404644,CUST003339,Car,1238044,7/29/2025,36,9.5,Active
LOAN404645,CUST013645,Car,359503,7/22/2025,36,9.5,Active
LOAN404646,CUST032201,Home,4465593,9/12/2025,60,7.5,Active
LOAN404647,CUST000274,Car,473243,11/1/2025,36,9.5,Active
LOAN404648,CUST007676,Car,1082662,3/8/2025,36,9.5,Active
LOAN404649,CUST043978,Car,1121257,2/11/2025,36,9.5,Active
LOAN404650,CUST012650,Car,989244,6/5/2025,36,9.5,Active
LOAN404651,CUST007910,Personal,391941,3/26/2025,24,12,Active
LOAN404652,CUST027398,Car,1334004,6/7/2025,36,9.5,Active
LOAN404653,CUST040756,Car,1357444,5/23/2025,36,9.5,Active
LOAN404654,CUST049301,Personal,296712,10/21/2025,24,12,Active
LOAN404655,CUST000046,Home,3830892,5/26/2025,60,7.5,Active
LOAN404656,CUST017680,Car,1371961,3/18/2025,36,9.5,Active
LOAN404657,CUST004116,Home,1734649,5/26/2025,60,7.5,Active
LOAN404658,CUST025061,Home,4326191,9/30/2025,60,7.5,Active
LOAN404659,CUST022978,Car,897524,8/10/2025,36,9.5,Active
LOAN404660,CUST005026,Car,767868,7/31/2025,36,9.5,Active
LOAN404661,CUST030375,Personal,461309,6/23/2025,24,12,Active
LOAN404662,CUST027526,Personal,392947,2/11/2025,24,12,Active
LOAN404663,CUST007157,Car,957067,10/8/2025,36,9.5,Closed
LOAN404664,CUST006143,Car,1053463,9/6/2025,36,9.5,Active
LOAN404665,CUST012743,Personal,150947,9/16/2025,24,12,Active
LOAN404666,CUST036688,Car,718571,5/2/2025,36,9.5,Active
LOAN404667,CUST018506,Personal,172132,9/23/2025,24,12,Active
LOAN404668,CUST020441,Personal,82685,5/14/2025,24,12,Active
LOAN404669,CUST016497,Home,3139225,9/1/2025,60,7.5,Active
LOAN404670,CUST038073,Car,1009529,10/13/2025,36,9.5,Active
LOAN404671,CUST034658,Home,2906649,10/10/2025,60,7.5,Active
LOAN404672,CUST036209,Personal,376060,11/26/2025,24,12,Active
LOAN404673,CUST036770,Personal,223874,12/10/2025,24,12,Active
LOAN404674,CUST029115,Car,1227969,10/5/2025,36,9.5,Closed
LOAN404675,CUST031454,Car,369687,7/21/2025,36,9.5,Active
LOAN404676,CUST033899,Car,553740,9/27/2025,36,9.5,Active
LOAN404677,CUST030003,Car,1197745,5/3/2025,36,9.5,Active
LOAN404678,CUST011995,Personal,53605,12/14/2025,24,12,Active
LOAN404679,CUST011186,Home,3184934,9/8/2025,60,7.5,Active
LOAN404680,CUST039963,Home,4893062,6/7/2025,60,7.5,Active
LOAN404681,CUST032001,Car,516477,5/3/2025,36,9.5,Active
LOAN404682,CUST043189,Personal,81488,7/1/2025,24,12,Active
LOAN404683,CUST014277,Car,337949,8/11/2025,36,9.5,Active
LOAN404684,CUST031173,Home,4471878,9/21/2025,60,7.5,Active
LOAN404685,CUST036527,Personal,96053,2/1/2025,24,12,Active
LOAN404686,CUST038536,Car,1410062,2/18/2025,36,9.5,Active
LOAN404687,CUST030344,Personal,147445,12/12/2025,24,12,Active
LOAN404688,CUST012486,Car,317654,4/2/2025,36,9.5,Active
LOAN404689,CUST008442,Personal,224227,9/21/2025,24,12,Active
LOAN404690,CUST012755,Home,4316041,2/16/2025,60,7.5,Active
LOAN404691,CUST012945,Car,1433993,3/17/2025,36,9.5,Active
LOAN404692,CUST041147,Car,930781,6/30/2025,36,9.5,Closed
LOAN404693,CUST044474,Home,1434648,10/24/2025,60,7.5,Active
LOAN404694,CUST014022,Car,1003535,7/31/2025,36,9.5,Active
LOAN404695,CUST004672,Home,3224852,11/1/2025,60,7.5,Active
LOAN404696,CUST045981,Home,4299785,2/23/2025,60,7.5,Active
LOAN404697,CUST022896,Home,3709364,8/17/2025,60,7.5,Active
LOAN404698,CUST047505,Personal,50093,12/13/2025,24,12,Active
LOAN404699,CUST045742,Personal,210900,5/2/2025,24,12,Active
LOAN404700,CUST043554,Home,3278412,10/26/2025,60,7.5,Active
LOAN404701,CUST000615,Personal,156936,11/6/2025,24,12,Active
LOAN404702,CUST016517,Home,3688287,9/7/2025,60,7.5,Active
LOAN404703,CUST019719,Car,1462863,3/6/2025,36,9.5,Active
LOAN404704,CUST032285,Home,3529086,4/20/2025,60,7.5,Active
LOAN404705,CUST022498,Home,3163269,4/3/2025,60,7.5,Active
LOAN404706,CUST046369,Car,622406,3/20/2025,36,9.5,Active
LOAN404707,CUST034614,Home,3025575,7/2/2025,60,7.5,Active
LOAN404708,CUST001460,Personal,381073,3/24/2025,24,12,Active
LOAN404709,CUST003090,Personal,304595,2/28/2025,24,12,Active
LOAN404710,CUST043931,Personal,226958,3/27/2025,24,12,Active
LOAN404711,CUST046225,Personal,497782,6/23/2025,24,12,Active
LOAN404712,CUST024586,Personal,131120,2/17/2025,24,12,Active
LOAN404713,CUST025313,Car,1210782,5/15/2025,36,9.5,Active
LOAN404714,CUST035388,Home,1475506,11/25/2025,60,7.5,Closed
LOAN404715,CUST003308,Car,1114102,6/8/2025,36,9.5,Active
LOAN404716,CUST015553,Personal,479597,5/20/2025,24,12,Active
LOAN404717,CUST024252,Home,1864931,11/14/2025,60,7.5,Active
LOAN404718,CUST015784,Home,2627032,3/25/2025,60,7.5,Active
LOAN404719,CUST030916,Home,692924,9/13/2025,60,7.5,Active
LOAN404720,CUST011672,Car,346186,1/21/2025,36,9.5,Active
LOAN404721,CUST036624,Personal,356530,10/26/2025,24,12,Closed
LOAN404722,CUST036534,Personal,162163,3/20/2025,24,12,Active
LOAN404723,CUST019081,Personal,329745,12/4/2025,24,12,Active
LOAN404724,CUST009802,Car,1154526,5/6/2025,36,9.5,Active
LOAN404725,CUST048196,Home,1129058,8/6/2025,60,7.5,Active
LOAN404726,CUST001307,Personal,342697,1/14/2025,24,12,Active
LOAN404727,CUST048926,Car,815215,4/6/2025,36,9.5,Active
LOAN404728,CUST020523,Home,1270714,8/22/2025,60,7.5,Active
LOAN404729,CUST012055,Home,1097280,8/14/2025,60,7.5,Active
LOAN404730,CUST036403,Car,1212766,11/10/2025,36,9.5,Active
LOAN404731,CUST017210,Home,3149361,7/3/2025,60,7.5,Active
LOAN404732,CUST020563,Personal,158630,9/17/2025,24,12,Active
LOAN404733,CUST040377,Car,728682,7/27/2025,36,9.5,Active
LOAN404734,CUST049093,Home,1799309,11/7/2025,60,7.5,Active
LOAN404735,CUST013354,Personal,73930,4/19/2025,24,12,Active
LOAN404736,CUST025572,Home,4856436,8/11/2025,60,7.5,Active
LOAN404737,CUST041157,Home,1421910,3/28/2025,60,7.5,Active
LOAN404738,CUST036239,Car,723449,7/31/2025,36,9.5,Active
LOAN404739,CUST010088,Car,390392,3/3/2025,36,9.5,Active
LOAN404740,CUST023703,Car,1294454,9/12/2025,36,9.5,Active
LOAN404741,CUST029193,Home,4921294,8/22/2025,60,7.5,Active
LOAN404742,CUST005978,Car,1292734,4/5/2025,36,9.5,Active
LOAN404743,CUST049950,Personal,101701,7/15/2025,24,12,Active
LOAN404744,CUST005461,Home,1149380,8/17/2025,60,7.5,Active
LOAN404745,CUST037582,Home,2176330,3/20/2025,60,7.5,Active
LOAN404746,CUST027227,Home,564039,10/16/2025,60,7.5,Active
LOAN404747,CUST045144,Personal,264826,6/13/2025,24,12,Active
LOAN404748,CUST046808,Car,386263,5/17/2025,36,9.5,Active
LOAN404749,CUST041917,Car,1141939,11/5/2025,36,9.5,Active
LOAN404750,CUST025359,Personal,277423,3/29/2025,24,12,Active
LOAN404751,CUST007461,Home,2847682,11/9/2025,60,7.5,Active
LOAN404752,CUST000592,Car,492279,2/8/2025,36,9.5,Active
LOAN404753,CUST034492,Personal,374938,11/21/2025,24,12,Active
LOAN404754,CUST047503,Home,4153491,5/15/2025,60,7.5,Active
LOAN404755,CUST038355,Personal,349879,8/30/2025,24,12,Active
LOAN404756,CUST026048,Personal,69081,10/4/2025,24,12,Active
LOAN404757,CUST049861,Home,3983889,6/22/2025,60,7.5,Active
LOAN404758,CUST027633,Home,825435,1/23/2025,60,7.5,Active
LOAN404759,CUST036623,Car,1153910,9/7/2025,36,9.5,Active
LOAN404760,CUST037324,Personal,379308,10/13/2025,24,12,Active
LOAN404761,CUST046327,Personal,361480,7/21/2025,24,12,Active
LOAN404762,CUST039829,Personal,223288,3/28/2025,24,12,Active
LOAN404763,CUST022603,Car,1338971,11/1/2025,36,9.5,Active
LOAN404764,CUST029771,Personal,68659,9/6/2025,24,12,Active
LOAN404765,CUST040151,Car,1488686,1/29/2025,36,9.5,Active
LOAN404766,CUST037964,Personal,407167,7/9/2025,24,12,Active
LOAN404767,CUST033326,Home,2314130,3/26/2025,60,7.5,Active
LOAN404768,CUST047102,Personal,292916,3/14/2025,24,12,Closed
LOAN404769,CUST020559,Home,1730609,1/28/2025,60,7.5,Closed
LOAN404770,CUST041371,Personal,265799,12/11/2025,24,12,Active
LOAN404771,CUST012638,Home,2312227,11/28/2025,60,7.5,Active
LOAN404772,CUST033387,Car,425066,2/14/2025,36,9.5,Active
LOAN404773,CUST044008,Car,426196,7/31/2025,36,9.5,Active
LOAN404774,CUST039066,Home,4381994,8/28/2025,60,7.5,Active
LOAN404775,CUST003937,Car,705507,11/27/2025,36,9.5,Active
LOAN404776,CUST021373,Personal,465892,5/17/2025,24,12,Active
LOAN404777,CUST015584,Personal,271954,9/22/2025,24,12,Active
LOAN404778,CUST049533,Personal,81127,11/20/2025,24,12,Active
LOAN404779,CUST000900,Personal,478691,12/3/2025,24,12,Active
LOAN404780,CUST042627,Personal,355328,3/8/2025,24,12,Closed
LOAN404781,CUST013895,Personal,121281,9/28/2025,24,12,Active
LOAN404782,CUST039197,Home,2890848,1/29/2025,60,7.5,Active
LOAN404783,CUST023313,Home,1860666,2/12/2025,60,7.5,Active
LOAN404784,CUST005577,Car,622075,6/26/2025,36,9.5,Active
LOAN404785,CUST003362,Personal,138563,11/22/2025,24,12,Closed
LOAN404786,CUST020291,Home,1717801,11/9/2025,60,7.5,Active
LOAN404787,CUST010971,Personal,318559,1/13/2025,24,12,Active
LOAN404788,CUST024736,Car,564959,9/9/2025,36,9.5,Active
LOAN404789,CUST004442,Home,1999652,7/22/2025,60,7.5,Active
LOAN404790,CUST018063,Personal,298028,6/1/2025,24,12,Active
LOAN404791,CUST018498,Personal,372753,5/25/2025,24,12,Active
LOAN404792,CUST048055,Personal,351873,3/28/2025,24,12,Active
LOAN404793,CUST007959,Personal,191530,2/9/2025,24,12,Active
LOAN404794,CUST017964,Car,1180766,1/23/2025,36,9.5,Active
LOAN404795,CUST047891,Home,545197,5/19/2025,60,7.5,Active
LOAN404796,CUST019676,Car,451248,9/28/2025,36,9.5,Active
LOAN404797,CUST024504,Personal,130624,4/14/2025,24,12,Closed
LOAN404798,CUST025827,Car,389974,2/27/2025,36,9.5,Active
LOAN404799,CUST023610,Personal,95651,11/16/2025,24,12,Active
LOAN404800,CUST032190,Car,1330866,9/27/2025,36,9.5,Closed
LOAN404801,CUST003601,Home,3655925,11/13/2025,60,7.5,Active
LOAN404802,CUST047881,Personal,168797,9/23/2025,24,12,Active
