cc_id,customer_id,card_type,limit,usage_last_month,status
CC502842,CUST010172,Classic,50000,13891,Active
CC502843,CUST034632,Gold,100000,21230,Active
CC502844,CUST014716,Classic,50000,12360,Active
CC502845,CUST010969,Gold,100000,59332,Active
CC502846,CUST037151,Classic,50000,49037,Active
CC502847,CUST037159,Classic,50000,37759,Active
CC502848,CUST005084,Classic,50000,39160,Active
CC502849,CUST039886,Platinum,200000,169141,Active
CC502850,CUST030270,Platinum,200000,27218,Active
CC502851,CUST006764,Platinum,200000,112964,Active
CC502852,CUST049844,Platinum,200000,196709,Active
CC502853,CUST032661,Gold,100000,98570,Active
CC502854,CUST001529,Platinum,200000,197035,Active
CC502855,CUST043870,Classic,50000,12870,Active
CC502856,CUST041412,Classic,50000,6282,Active
CC502857,CUST008118,Gold,100000,25998,Active
CC502858,CUST026411,Platinum,200000,37453,Active
CC502859,CUST002009,Gold,100000,5331,Active
CC502860,CUST032578,Gold,100000,56554,Blocked
CC502861,CUST036329,Classic,50000,31021,Active
CC502862,CUST037106,Classic,50000,27973,Active
CC502863,CUST001746,Gold,100000,69315,Active
CC502864,CUST023246,Platinum,200000,62091,Active
CC502865,CUST036569,Gold,100000,61080,Active
CC502866,CUST047126,Classic,50000,42438,Active
CC502867,CUST016542,Classic,50000,10978,Active
CC502868,CUST027151,Classic,50000,23830,Active
CC502869,CUST006886,Platinum,200000,160671,Active
CC502870,CUST005598,Gold,100000,85815,Active
CC502871,CUST045252,Platinum,200000,48618,Active
CC502872,CUST008331,Platinum,200000,94091,Active
CC502873,CUST012712,Platinum,200000,169011,Active
CC502874,CUST019082,Platinum,200000,82730,Active
CC502875,CUST008644,Classic,50000,6954,Active
CC502876,CUST036107,Classic,50000,14337,Active
CC502877,CUST035395,Platinum,200000,3625,Active
CC502878,CUST019786,Platinum,200000,171046,Active
CC502879,CUST044093,Gold,100000,73291,Active
CC502880,CUST042970,Gold,100000,40399,Blocked
CC502881,CUST044088,Platinum,200000,169074,Active
CC502882,CUST001681,Platinum,200000,192508,Active
CC502883,CUST023459,Platinum,200000,84521,Active
CC502884,CUST031902,Gold,100000,37597,Active
CC502885,CUST006069,Platinum,200000,135629,Active
CC502886,CUST040230,Gold,100000,48472,Active
CC502887,CUST034000,Platinum,200000,72172,Active
CC502888,CUST018376,Platinum,200000,73479,Active
CC502889,CUST041198,Gold,100000,39308,Active
CC502890,CUST007174,Classic,50000,36695,Active
CC502891,CUST041192,Gold,100000,27213,Active
CC502892,CUST007591,Platinum,200000,112487,Active
CC502893,CUST005978,Platinum,200000,58746,Active
CC502894,CUST039140,Gold,100000,2309,Active
CC502895,CUST045279,Classic,50000,35817,Active
CC502896,CUST049317,Classic,50000,29339,Active
CC502897,CUST011494,Gold,100000,6389,Active
CC502898,CUST017724,Platinum,200000,16385,Active
CC502899,CUST000509,Platinum,200000,25406,Active
CC502900,CUST031141,Classic,50000,41349,Blocked
CC502901,CUST037339,Gold,100000,15198,Active
CC502902,CUST019115,Platinum,200000,193447,Active
CC502903,CUST037125,Platinum,200000,149937,Active
CC502904,CUST015882,Platinum,200000,161100,Active
CC502905,CUST000578,Classic,50000,13945,Active
CC502906,CUST043367,Platinum,200000,80147,Active
CC502907,CUST011389,Platinum,200000,137031,Active
CC502908,CUST000466,Gold,100000,57515,Active
CC502909,CUST024790,Platinum,200000,171412,Active
CC502910,CUST036939,Platinum,200000,182428,Active
CC502911,CUST008205,Classic,50000,30169,Active
CC502912,CUST021667,Gold,100000,43380,Active
CC502913,CUST029259,Gold,100000,98359,Active
CC502914,CUST027312,Platinum,200000,128773,Active
CC502915,CUST034193,Platinum,200000,66832,Active
CC502916,CUST008738,Platinum,200000,25693,Active
CC502917,CUST022517,Classic,50000,16430,Active
CC502918,CUST045122,Platinum,200000,36385,Active
CC502919,CUST016523,Gold,100000,46480,Active
CC502920,CUST034232,Gold,100000,11689,Active
CC502921,CUST037597,Classic,50000,33871,Active
CC502922,CUST017533,Classic,50000,15897,Active
CC502923,CUST014201,Classic,50000,13910,Active
CC502924,CUST042049,Platinum,200000,77204,Active
CC502925,CUST038615,Platinum,200000,21139,Active
CC502926,CUST026397,Classic,50000,10918,Active
CC502927,CUST004075,Classic,50000,42534,Active
CC502928,CUST036115,Gold,100000,78799,Active
CC502929,CUST009561,Classic,50000,38344,Active
CC502930,CUST036085,Gold,100000,7945,Active
CC502931,CUST023382,Gold,100000,89517,Active
CC502932,CUST044001,Classic,50000,42402,Active
CC502933,CUST006582,Platinum,200000,10899,Active
CC502934,CUST008856,Platinum,200000,196122,Active
CC502935,CUST034296,Gold,100000,98337,Active
CC502936,CUST027257,Gold,100000,52270,Active
CC502937,CUST014440,Platinum,200000,92854,Active
CC502938,CUST040108,Platinum,200000,62686,Active
CC502939,CUST023655,Classic,50000,5480,Active
CC502940,CUST044281,Gold,100000,44265,Active
CC502941,CUST046307,Classic,50000,41330,Active
CC502942,CUST011922,Classic,50000,43009,Blocked
CC502943,CUST012814,Gold,100000,16922,Active
CC502944,CUST032126,Platinum,200000,152228,Active
CC502945,CUST013640,Classic,50000,35265,Active
CC502946,CUST030949,Platinum,200000,64639,Active
CC502947,CUST028382,Platinum,200000,163294,Active
CC502948,CUST010804,Platinum,200000,169493,Active
CC502949,CUST019452,Classic,50000,33315,Active
CC502950,CUST035859,Platinum,200000,173006,Active
CC502951,CUST024515,Gold,100000,33901,Active
CC502952,CUST027390,Classic,50000,35707,Active
CC502953,CUST043997,Platinum,200000,161570,Active
CC502954,CUST030350,Gold,100000,976,Active
CC502955,CUST001380,Classic,50000,32045,Active
CC502956,CUST047483,Gold,100000,24709,Active
CC502957,CUST046606,Platinum,200000,82829,Active
CC502958,CUST020003,Classic,50000,3830,Active
CC502959,CUST032428,Classic,50000,8041,Active
CC502960,CUST018439,Classic,50000,1006,Active
CC502961,CUST001232,Platinum,200000,168942,Active
CC502962,CUST005158,Platinum,200000,34003,Active
CC502963,CUST045186,Classic,50000,28456,Active
CC502964,CUST022212,Platinum,200000,143658,Active
CC502965,CUST016085,Classic,50000,40224,Active
CC502966,CUST007430,Classic,50000,31693,Active
CC502967,CUST046436,Platinum,200000,77051,Active
CC502968,CUST005581,Gold,100000,96877,Active
CC502969,CUST009704,Classic,50000,47643,Active
CC502970,CUST034482,Classic,50000,39627,Active
CC502971,CUST042836,Gold,100000,23567,Active
CC502972,CUST022110,Classic,50000,34199,Active
CC502973,CUST026776,Platinum,200000,80930,Active
CC502974,CUST016226,Platinum,200000,149614,Active
CC502975,CUST032321,Classic,50000,16675,Active
CC502976,CUST043240,Gold,100000,85821,Active
CC502977,CUST027060,Gold,100000,5203,Active
CC502978,CUST025768,Gold,100000,97986,Active
CC502979,CUST029933,Gold,100000,90208,Active
CC502980,CUST045622,Platinum,200000,25507,Active
CC502981,CUST019897,Gold,100000,79355,Active
CC502982,CUST030089,Platinum,200000,100473,Active
CC502983,CUST044155,Platinum,200000,137584,Blocked
CC502984,CUST007966,Classic,50000,15093,Active
CC502985,CUST044950,Platinum,200000,139026,Active
CC502986,CUST048713,Platinum,200000,75259,Active
CC502987,CUST036235,Platinum,200000,82442,Active
CC502988,CUST003521,Classic,50000,25444,Active
CC502989,CUST017060,Gold,100000,82715,Active
CC502990,CUST033426,Classic,50000,21997,Active
CC502991,CUST025541,Classic,50000,49793,Active
CC502992,CUST003585,Platinum,200000,110303,Active
CC502993,CUST009408,Platinum,200000,4656,Active
CC502994,CUST018480,Platinum,200000,45991,Active
CC502995,CUST048549,Platinum,200000,131867,Active
CC502996,CUST013409,Classic,50000,28680,Active
CC502997,CUST044513,Classic,50000,4430,Active
CC502998,CUST028667,Classic,50000,9736,Active
CC502999,CUST037711,Platinum,200000,109276,Active
CC503000,CUST044300,Classic,50000,7649,Active
CC503001,CUST047056,Platinum,200000,9593,Active
CC503002,CUST022149,Gold,100000,46814,Active
CC503003,CUST009163,Platinum,200000,70035,Active
CC503004,CUST034755,Gold,100000,49674,Active
CC503005,CUST035960,Classic,50000,43535,Active
CC503006,CUST035971,Gold,100000,66861,Active
CC503007,CUST034989,Gold,100000,53031,Active
CC503008,CUST019080,Platinum,200000,100132,Active
CC503009,CUST045754,Gold,100000,73313,Active
CC503010,CUST044859,Classic,50000,20739,Active
CC503011,CUST026594,Classic,50000,5051,Active
CC503012,CUST004079,Platinum,200000,10468,Active
CC503013,CUST018821,Gold,100000,28825,Blocked
CC503014,CUST038033,Platinum,200000,101792,Active
CC503015,CUST020634,Gold,100000,64375,Active
CC503016,CUST003138,Classic,50000,5384,Active
CC503017,CUST000823,Platinum,200000,119957,Active
CC503018,CUST014578,Platinum,200000,5797,Active
CC503019,CUST037897,Gold,100000,15112,Active
CC503020,CUST042311,Gold,100000,75052,Active
CC503021,CUST001332,Platinum,200000,73610,Active
CC503022,CUST045180,Platinum,200000,178074,Active
CC503023,CUST028558,Platinum,200000,109023,Active
CC503024,CUST044830,Gold,100000,65756,Active
CC503025,CUST000486,Platinum,200000,165149,Active
CC503026,CUST046946,Gold,100000,79359,Active
CC503027,CUST024299,Classic,50000,11420,Active
CC503028,CUST018931,Gold,100000,13320,Active
CC503029,CUST040359,Platinum,200000,42819,Active
CC503030,CUST018451,Classic,50000,42732,Active
CC503031,CUST038939,Classic,50000,41297,Active
CC503032,CUST018789,Classic,50000,7719,Active
CC503033,CUST036652,Platinum,200000,12653,Active
CC503034,CUST034147,Gold,100000,63248,Active
CC503035,CUST044415,Classic,50000,17645,Active
CC503036,CUST019939,Classic,50000,33499,Active
CC503037,CUST032307,Classic,50000,29787,Blocked
CC503038,CUST000867,Platinum,200000,142563,Active
CC503039,CUST048228,Platinum,200000,81106,Active
CC503040,CUST048629,Classic,50000,36866,Active
CC503041,CUST039676,Gold,100000,44712,Blocked
CC503042,CUST034241,Classic,50000,24288,Active
CC503043,CUST011800,Platinum,200000,122548,Active
CC503044,CUST029228,Platinum,200000,189128,Active
CC503045,CUST032017,Platinum,200000,111281,Active
CC503046,CUST019568,Gold,100000,26312,Active
CC503047,CUST026564,Classic,50000,25484,Active
CC503048,CUST015010,Gold,100000,97639,Blocked
CC503049,CUST048233,Classic,50000,25792,Active
CC503050,CUST029913,Gold,100000,42158,Active
CC503051,CUST006101,Platinum,200000,39614,Active
CC503052,CUST045441,Gold,100000,8058,Active
CC503053,CUST017025,Classic,50000,44527,Active
CC503054,CUST034030,Classic,50000,41448,Active
CC503055,CUST008100,Platinum,200000,128733,Active
CC503056,CUST027422,Platinum,200000,143085,Active
CC503057,CUST037931,Gold,100000,1879,Active
CC503058,CUST038078,Gold,100000,41358,Active
CC503059,CUST019563,Platinum,200000,45614,Active
CC503060,CUST018871,Platinum,200000,115124,Active
CC503061,CUST027064,Classic,50000,29319,Active
CC503062,CUST018044,Gold,100000,37046,Active
CC503063,CUST022253,Classic,50000,10971,Active
CC503064,CUST000471,Classic,50000,38954,Active
CC503065,CUST044805,Classic,50000,41581,Active
CC503066,CUST014285,Classic,50000,8139,Blocked
CC503067,CUST003146,Gold,100000,15605,Active
CC503068,CUST005475,Gold,100000,2262,Active
CC503069,CUST021200,Classic,50000,29119,Active
CC503070,CUST025663,Platinum,200000,34801,Active
CC503071,CUST036378,Gold,100000,74740,Active
CC503072,CUST038019,Platinum,200000,21981,Active
CC503073,CUST032315,Classic,50000,22646,Active
CC503074,CUST008378,Platinum,200000,118582,Active
CC503075,CUST039014,Gold,100000,78796,Active
CC503076,CUST047586,Gold,100000,37226,Active
CC503077,CUST007484,Platinum,200000,86941,Active
CC503078,CUST003802,Classic,50000,43653,Active
CC503079,CUST042885,Platinum,200000,150612,Active
CC503080,CUST040973,Classic,50000,7610,Active
CC503081,CUST012988,Gold,100000,80466,Active
CC503082,CUST040341,Classic,50000,44900,Active
CC503083,CUST028650,Classic,50000,9968,Active
CC503084,CUST003370,Gold,100000,70045,Active
CC503085,CUST012492,Classic,50000,37183,Active
CC503086,CUST026701,Gold,100000,80481,Active
CC503087,CUST036296,Platinum,200000,165619,Active
CC503088,CUST017064,Platinum,200000,109761,Active
CC503089,CUST048336,Classic,50000,15445,Active
CC503090,CUST027788,Platinum,200000,54261,Active
CC503091,CUST048356,Gold,100000,8606,Active
CC503092,CUST009620,Gold,100000,66470,Active
CC503093,CUST020649,Classic,50000,21828,Active
CC503094,CUST039922,Classic,50000,47796,Active
CC503095,CUST038252,Platinum,200000,95351,Active
CC503096,CUST033421,Classic,50000,23371,Active
CC503097,CUST013178,Classic,50000,23190,Active
CC503098,CUST009035,Classic,50000,34707,Active
CC503099,CUST036405,Gold,100000,33360,Active
CC503100,CUST024946,Platinum,200000,18383,Active
CC503101,CUST025711,Classic,50000,12744,Active
CC503102,CUST014106,Classic,50000,95,Active
CC503103,CUST040990,Gold,100000,66725,Active
CC503104,CUST015269,Classic,50000,6137,Active
CC503105,CUST023008,Platinum,200000,78240,Active
CC503106,CUST018199,Platinum,200000,82790,Active
CC503107,CUST038581,Classic,50000,42032,Active
CC503108,CUST012935,Platinum,200000,77809,Active
CC503109,CUST049297,Gold,100000,4304,Active
CC503110,CUST021159,Gold,100000,19350,Active
CC503111,CUST002274,Platinum,200000,49694,Active
CC503112,CUST006564,Classic,50000,15546,Active
CC503113,CUST035526,Platinum,200000,15738,Active
CC503114,CUST031280,Platinum,200000,198042,Active
CC503115,CUST001390,Platinum,200000,176304,Active
CC503116,CUST037346,Gold,100000,71789,Active
CC503117,CUST043836,Platinum,200000,137369,Active
CC503118,CUST008077,Classic,50000,4714,Active
CC503119,CUST037316,Platinum,200000,128423,Active
CC503120,CUST020899,Platinum,200000,4522,Active
CC503121,CUST049985,Gold,100000,28872,Active
CC503122,CUST014651,Gold,100000,3716,Active
CC503123,CUST014682,Gold,100000,54304,Active
CC503124,CUST003921,Platinum,200000,25111,Active
CC503125,CUST009840,Gold,100000,79895,Active
CC503126,CUST006101,Gold,100000,42332,Active
CC503127,CUST015667,Classic,50000,23526,Active
CC503128,CUST023481,Classic,50000,22561,Active
CC503129,CUST040471,Classic,50000,17869,Active
CC503130,CUST019922,Classic,50000,2115,Active
CC503131,CUST017951,Classic,50000,1039,Active
CC503132,CUST045872,Gold,100000,7199,Active
CC503133,CUST019853,Gold,100000,49913,Active
CC503134,CUST025397,Classic,50000,25338,Active
CC503135,CUST033612,Classic,50000,1506,Active
CC503136,CUST047520,Platinum,200000,192501,Active
CC503137,CUST021756,Platinum,200000,71119,Active
CC503138,CUST031615,Gold,100000,88957,Active
CC503139,CUST047063,Platinum,200000,161982,Active
CC503140,CUST012614,Classic,50000,2294,Active
CC503141,CUST003988,Platinum,200000,177408,Active
CC503142,CUST047955,Platinum,200000,18441,Active
CC503143,CUST045052,Gold,100000,77098,Active
CC503144,CUST010833,Gold,100000,84217,Active
CC503145,CUST008856,Gold,100000,33528,Active
CC503146,CUST036589,Gold,100000,96601,Active
CC503147,CUST010679,Classic,50000,3790,Blocked
CC503148,CUST033831,Classic,50000,10523,Active
CC503149,CUST014416,Platinum,200000,11002,Active
CC503150,CUST043911,Gold,100000,53002,Active
CC503151,CUST046406,Platinum,200000,38454,Active
CC503152,CUST011000,Classic,50000,44386,Active
CC503153,CUST043922,Gold,100000,63326,Active
CC503154,CUST046668,Gold,100000,98096,Active
CC503155,CUST048129,Classic,50000,36976,Blocked
CC503156,CUST043416,Gold,100000,27056,Active
CC503157,CUST048695,Platinum,200000,147726,Active
CC503158,CUST048969,Classic,50000,28755,Active
CC503159,CUST023513,Platinum,200000,162811,Active
CC503160,CUST039871,Gold,100000,16101,Active
CC503161,CUST026609,Classic,50000,22773,Active
CC503162,CUST018423,Classic,50000,43831,Active
CC503163,CUST032983,Gold,100000,6343,Active
CC503164,CUST010388,Platinum,200000,449,Active
CC503165,CUST024329,Classic,50000,47639,Active
CC503166,CUST003142,Gold,100000,31338,Active
CC503167,CUST031070,Classic,50000,6772,Active
CC503168,CUST020771,Platinum,200000,93591,Active
CC503169,CUST046536,Gold,100000,21407,Active
CC503170,CUST026536,Platinum,200000,91757,Active
CC503171,CUST049094,Gold,100000,77189,Blocked
CC503172,CUST036329,Classic,50000,6831,Active
CC503173,CUST009424,Gold,100000,21064,Active
CC503174,CUST013483,Gold,100000,96669,Active
CC503175,CUST037594,Classic,50000,36964,Active
CC503176,CUST034199,Gold,100000,38168,Active
CC503177,CUST028994,Gold,100000,34045,Active
CC503178,CUST009706,Gold,100000,62694,Active
CC503179,CUST028359,Gold,100000,99252,Active
CC503180,CUST041427,Platinum,200000,107814,Active
CC503181,CUST026845,Gold,100000,17352,Active
CC503182,CUST016029,Gold,100000,58009,Active
CC503183,CUST031420,Gold,100000,95356,Active
CC503184,CUST010351,Classic,50000,43784,Active
CC503185,CUST017513,Gold,100000,54622,Active
CC503186,CUST020537,Gold,100000,33228,Active
CC503187,CUST001963,Platinum,200000,110559,Active
CC503188,CUST023694,Gold,100000,87533,Active
CC503189,CUST011733,Gold,100000,82901,Active
CC503190,CUST024617,Gold,100000,84547,Active
CC503191,CUST045750,Platinum,200000,145935,Active
CC503192,CUST029298,Gold,100000,88324,Active
CC503193,CUST029435,Gold,100000,75541,Active
CC503194,CUST023353,Classic,50000,32140,Active
CC503195,CUST029354,Platinum,200000,83491,Active
CC503196,CUST038419,Gold,100000,20589,Active
CC503197,CUST014788,Platinum,200000,109040,Active
CC503198,CUST016810,Classic,50000,28268,Active
CC503199,CUST023255,Classic,50000,32385,Active
CC503200,CUST032117,Gold,100000,34964,Active
CC503201,CUST033118,Classic,50000,9008,Active
CC503202,CUST046389,Platinum,200000,108859,Active
CC503203,CUST031722,Gold,100000,30173,Active
CC503204,CUST007441,Platinum,200000,40022,Active
CC503205,CUST006181,Classic,50000,29929,Active
CC503206,CUST019588,Platinum,200000,102147,Active
CC503207,CUST003236,Gold,100000,20883,Active
CC503208,CUST008811,Gold,100000,59346,Active
CC503209,CUST007907,Gold,100000,26269,Active
CC503210,CUST007297,Platinum,200000,71227,Active
CC503211,CUST019224,Platinum,200000,149103,Active
CC503212,CUST030299,Classic,50000,45567,Active
CC503213,CUST047494,Gold,100000,2327,Active
CC503214,CUST020031,Platinum,200000,135411,Active
CC503215,CUST026853,Platinum,200000,165024,Active
CC503216,CUST041341,Platinum,200000,8697,Active
CC503217,CUST010511,Platinum,200000,91261,Active
CC503218,CUST043418,Classic,50000,44538,Blocked
CC503219,CUST013722,Gold,100000,18378,Active
CC503220,CUST031840,Platinum,200000,60931,Active
CC503221,CUST011556,Platinum,200000,175862,Active
CC503222,CUST038665,Platinum,200000,38394,Active
CC503223,CUST018442,Classic,50000,8340,Active
CC503224,CUST042573,Gold,100000,66753,Active
CC503225,CUST033899,Gold,100000,6780,Active
CC503226,CUST040759,Gold,100000,73583,Active
CC503227,CUST031292,Classic,50000,39911,Active
CC503228,CUST043349,Classic,50000,48920,Active
CC503229,CUST042573,Gold,100000,28757,Active
CC503230,CUST015688,Classic,50000,18952,Active
CC503231,CUST013401,Classic,50000,38856,Active
CC503232,CUST044482,Classic,50000,32982,Active
CC503233,CUST007377,Gold,100000,63427,Active
CC503234,CUST018134,Platinum,200000,57564,Active
CC503235,CUST001254,Platinum,200000,37081,Active
CC503236,CUST026770,Gold,100000,77112,Active
CC503237,CUST011421,Classic,50000,41448,Active
CC503238,CUST022750,Platinum,200000,146210,Active
CC503239,CUST015682,Platinum,200000,23009,Active
CC503240,CUST001415,Classic,50000,10101,Active
CC503241,CUST048949,Gold,100000,55677,Active
CC503242,CUST035393,Gold,100000,41614,Blocked
CC503243,CUST010993,Classic,50000,6327,Active
CC503244,CUST014095,Classic,50000,9759,Active
CC503245,CUST033492,Platinum,200000,31143,Active
CC503246,CUST025503,Classic,50000,39855,Active
CC503247,CUST030376,Platinum,200000,87181,Active
CC503248,CUST036741,Classic,50000,18412,Active
CC503249,CUST043618,Classic,50000,48173,Active
CC503250,CUST007202,Classic,50000,44327,Active
CC503251,CUST028319,Classic,50000,49702,Active
CC503252,CUST046485,Classic,50000,44427,Active
CC503253,CUST028981,Gold,100000,91215,Active
CC503254,CUST034597,Gold,100000,23708,Blocked
CC503255,CUST029413,Platinum,200000,34026,Active
CC503256,CUST023715,Gold,100000,48387,Active
CC503257,CUST033746,Gold,100000,2502,Active
CC503258,CUST016317,Gold,100000,92280,Active
CC503259,CUST015624,Classic,50000,28999,Active
CC503260,CUST010200,Gold,100000,52597,Active
CC503261,CUST017977,Platinum,200000,62575,Active
CC503262,CUST045335,Platinum,200000,109539,Blocked
CC503263,CUST020872,Gold,100000,71028,Active
CC503264,CUST003861,Platinum,200000,102255,Active
CC503265,CUST020112,Classic,50000,9750,Active
CC503266,CUST032785,Gold,100000,53546,Active
CC503267,CUST012602,Gold,100000,38172,Active
CC503268,CUST028896,Classic,50000,44068,Active
CC503269,CUST005271,Platinum,200000,195163,Active
CC503270,CUST028663,Platinum,200000,42766,Active
CC503271,CUST004916,Gold,100000,76646,Active
CC503272,CUST008710,Classic,50000,13732,Active
CC503273,CUST034802,Platinum,200000,19497,Blocked
CC503274,CUST008033,Classic,50000,24839,Active
CC503275,CUST026781,Gold,100000,62968,Active
CC503276,CUST034376,Platinum,200000,196447,Active
CC503277,CUST022233,Gold,100000,85792,Active
CC503278,CUST048717,Gold,100000,28914,Active
CC503279,CUST011866,Platinum,200000,140063,Active
CC503280,CUST013199,Gold,100000,59191,Active
CC503281,CUST009554,Gold,100000,3520,Active
CC503282,CUST025280,Platinum,200000,18110,Active
CC503283,CUST033629,Gold,100000,59258,Active
CC503284,CUST000354,Gold,100000,54813,Active
CC503285,CUST005664,Classic,50000,19554,Active
CC503286,CUST044589,Platinum,200000,131973,Active
CC503287,CUST030407,Gold,100000,49781,Active
CC503288,CUST011567,Gold,100000,62987,Active
CC503289,CUST025703,Classic,50000,17011,Active
CC503290,CUST000219,Platinum,200000,3149,Active
CC503291,CUST000495,Classic,50000,47263,Active
CC503292,CUST036301,Platinum,200000,30804,Active
CC503293,CUST005992,Classic,50000,8300,Active
CC503294,CUST026536,Platinum,200000,99129,Active
CC503295,CUST046442,Classic,50000,14542,Active
CC503296,CUST019049,Platinum,200000,9774,Active
CC503297,CUST044354,Platinum,200000,8068,Active
CC503298,CUST038425,Platinum,200000,14611,Active
CC503299,CUST011131,Classic,50000,11709,Active
CC503300,CUST000951,Gold,100000,81040,Active
CC503301,CUST029699,Gold,100000,76158,Active
CC503302,CUST049316,Platinum,200000,128273,Active
CC503303,CUST025607,Platinum,200000,117574,Active
CC503304,CUST015210,Gold,100000,75357,Active
CC503305,CUST027915,Classic,50000,28173,Active
CC503306,CUST018412,Gold,100000,51304,Active
CC503307,CUST030067,Classic,50000,36289,Active
CC503308,CUST007537,Gold,100000,90131,Active
CC503309,CUST033371,Gold,100000,56757,Active
CC503310,CUST037837,Platinum,200000,190777,Active
CC503311,CUST034943,Gold,100000,62389,Active
CC503312,CUST007221,Classic,50000,15804,Active
CC503313,CUST026618,Gold,100000,45289,Active
CC503314,CUST031806,Platinum,200000,34971,Active
CC503315,CUST008591,Platinum,200000,34573,Active
CC503316,CUST005315,Classic,50000,33586,Active
CC503317,CUST049230,Gold,100000,69810,Active
CC503318,CUST002837,Gold,100000,83753,Active
CC503319,CUST011745,Platinum,200000,97918,Active
CC503320,CUST003906,Gold,100000,38796,Active
CC503321,CUST016174,Gold,100000,31599,Active
CC503322,CUST024569,Platinum,200000,158902,Active
CC503323,CUST046588,Platinum,200000,56864,Active
CC503324,CUST034466,Gold,100000,70567,Active
CC503325,CUST034561,Platinum,200000,68746,Active
CC503326,CUST046763,Classic,50000,24115,Active
CC503327,CUST000083,Gold,100000,95012,Active
CC503328,CUST003883,Gold,100000,66743,Active
CC503329,CUST035186,Gold,100000,47909,Active
CC503330,CUST045724,Platinum,200000,22304,Active
CC503331,CUST037001,Gold,100000,93292,Active
CC503332,CUST013926,Gold,100000,8675,Active
CC503333,CUST049892,Platinum,200000,31940,Blocked
CC503334,CUST022572,Classic,50000,27934,Active
CC503335,CUST038017,Classic,50000,5676,Active
CC503336,CUST013609,Classic,50000,11913,Active
CC503337,CUST033442,Platinum,200000,14196,Active
CC503338,CUST022516,Gold,100000,65284,Active
CC503339,CUST032168,Platinum,200000,77364,Active
CC503340,CUST034228,Platinum,200000,36389,Active
CC503341,CUST033326,Platinum,200000,107610,Active
CC503342,CUST020627,Gold,100000,37297,Active
CC503343,CUST040998,Gold,100000,35896,Active
CC503344,CUST023658,Gold,100000,34664,Active
CC503345,CUST004753,Classic,50000,25401,Active
CC503346,CUST043469,Gold,100000,32305,Active
CC503347,CUST033799,Platinum,200000,19936,Active
CC503348,CUST039928,Platinum,200000,48139,Active
CC503349,CUST000896,Gold,100000,86121,Active
CC503350,CUST021390,Classic,50000,36851,Active
CC503351,CUST039483,Platinum,200000,36998,Active
CC503352,CUST034057,Classic,50000,46633,Active
CC503353,CUST040427,Platinum,200000,120642,Active
CC503354,CUST043274,Gold,100000,17961,Active
CC503355,CUST020846,Classic,50000,42225,Active
CC503356,CUST048666,Gold,100000,25021,Active
CC503357,CUST015332,Gold,100000,8478,Active
CC503358,CUST014121,Gold,100000,5627,Blocked
CC503359,CUST041244,Classic,50000,44393,Active
CC503360,CUST031978,Gold,100000,48240,Active
CC503361,CUST002052,Classic,50000,38602,Active
CC503362,CUST045957,Gold,100000,2221,Active
CC503363,CUST042016,Classic,50000,11329,Active
CC503364,CUST016461,Platinum,200000,147742,Active
CC503365,CUST028130,Platinum,200000,49425,Active
CC503366,CUST044250,Classic,50000,19503,Active
CC503367,CUST001411,Classic,50000,11513,Active
CC503368,CUST037637,Gold,100000,1755,Active
CC503369,CUST024685,Classic,50000,2886,Active
CC503370,CUST035271,Classic,50000,33749,Active
CC503371,CUST012207,Classic,50000,43020,Active
CC503372,CUST021283,Gold,100000,46780,Active
CC503373,CUST012287,Gold,100000,75344,Active
CC503374,CUST014650,Platinum,200000,97608,Active
CC503375,CUST045734,Platinum,200000,102064,Active
CC503376,CUST046695,Classic,50000,14427,Active
CC503377,CUST024111,Platinum,200000,189706,Active
CC503378,CUST033760,Classic,50000,4530,Active
CC503379,CUST014603,Gold,100000,74603,Active
CC503380,CUST049492,Classic,50000,10278,Active
CC503381,CUST015600,Platinum,200000,106388,Active
CC503382,CUST028481,Gold,100000,5666,Active
CC503383,CUST005072,Classic,50000,34574,Active
CC503384,CUST009997,Platinum,200000,97551,Active
CC503385,CUST044282,Classic,50000,10490,Active
CC503386,CUST034436,Gold,100000,65507,Active
CC503387,CUST022690,Platinum,200000,125945,Active
CC503388,CUST032203,Gold,100000,2157,Active
CC503389,CUST026909,Classic,50000,20493,Active
CC503390,CUST023809,Platinum,200000,151905,Active
CC503391,CUST031634,Platinum,200000,100569,Active
CC503392,CUST003958,Classic,50000,2470,Active
CC503393,CUST043579,Platinum,200000,40657,Active
CC503394,CUST041519,Gold,100000,32227,Active
CC503395,CUST018968,Platinum,200000,76857,Active
CC503396,CUST041154,Platinum,200000,159087,Active
CC503397,CUST010167,Gold,100000,30686,Active
CC503398,CUST012701,Gold,100000,70574,Active
CC503399,CUST029966,Platinum,200000,134138,Blocked
CC503400,CUST007425,Classic,50000,17600,Active
CC503401,CUST031031,Classic,50000,20827,Active
CC503402,CUST039180,Platinum,200000,91385,Active
CC503403,CUST049587,Classic,50000,34705,Active
CC503404,CUST016141,Classic,50000,44010,Active
CC503405,CUST023710,Gold,100000,9358,Active
CC503406,CUST049981,Gold,100000,42989,Active
CC503407,CUST048190,Platinum,200000,138175,Active
CC503408,CUST013334,Classic,50000,19522,Active
CC503409,CUST026120,Platinum,200000,35008,Active
CC503410,CUST019737,Gold,100000,51514,Active
CC503411,CUST016698,Classic,50000,29006,Active
CC503412,CUST008598,Gold,100000,11187,Active
CC503413,CUST004628,Classic,50000,10646,Active
